store_id,Date,Total_Sales
14,1/4/2025,72.61
14,1/5/2025,129.36
14,1/6/2025,168.59
14,1/7/2025,90.19
14,1/8/2025,373.81
14,1/9/2025,351.26
14,1/10/2025,212.35
14,1/11/2025,115.42
14,1/12/2025,227.01
14,1/13/2025,245.21
14,1/14/2025,232.88
14,1/15/2025,488.23
14,1/16/2025,474.53
14,1/17/2025,756.09
14,1/18/2025,542.09
14,1/19/2025,456.52
14,1/20/2025,449.36
14,1/21/2025,664.08
14,1/22/2025,914.42
14,1/23/2025,697.31
14,1/24/2025,627.43
14,1/25/2025,650.96
14,1/26/2025,441.39
14,1/27/2025,671.68
14,1/28/2025,949.33
14,1/29/2025,577.78
14,1/30/2025,910.12
14,1/31/2025,1052.19
